employee_id,age,gender,education_level,department,job_level,years_at_company,years_in_role,monthly_salary,training_hours_per_year,num_projects_completed,overtime_hours_per_month,absenteeism_days,certifications_earned,manager_rating,peer_rating,work_life_balance_score,job_satisfaction_score,last_promotion_years_ago,performance_score,salary_per_year_experience,productivity_index,training_to_experience_ratio,avg_rating,loyalty_score,engagement_score
1503,50,Male,Bachelor's,Marketing,Mid,0,0,4439,46,13,1,10,0,5,3,5,2,0,2,4439000000.0,13000000.0,46.0,4.0,0.0,0.35
1504,58,Male,Bachelor's,Sales,Manager,1,1,10223,6,16,0,2,7,1,1,7,5,1,1,10222.99,16.0,3.0,1.0,0.017,0.6
1505,59,Male,Master's,Finance,Junior,0,0,3279,13,18,0,4,1,4,4,9,9,0,3,3279000000.0,18000000.0,13.0,4.0,0.0,0.9
1506,40,Female,Bachelor's,Marketing,Mid,0,0,4402,47,24,0,0,0,4,1,1,5,0,2,4402000000.0,24000000.0,47.0,2.5,0.0,0.3
1507,29,Male,Master's,Engineering,Mid,5,3,5797,5,8,3,5,3,3,3,8,8,2,1,1159.4,1.6,0.833,3.0,0.172,0.8
1508,22,Female,Bachelor's,Sales,Mid,3,3,3770,33,24,1,5,3,4,4,10,8,2,3,1256.67,8.0,8.25,4.0,0.136,0.9
1509,43,Female,Master's,Marketing,Mid,24,9,2658,79,18,1,9,1,2,3,10,5,12,1,110.75,0.75,3.16,2.5,0.558,0.75
1510,38,Male,Master's,Marketing,Junior,1,1,2699,114,13,10,0,6,4,3,9,8,0,3,2699.0,13.0,57.0,3.5,0.026,0.85
1511,28,Female,Bachelor's,Support,Junior,1,1,2000,100,25,3,2,2,5,3,9,8,0,3,2000.0,25.0,50.0,4.0,0.036,0.85
1512,46,Male,Bachelor's,Support,Mid,20,12,3670,99,27,6,4,4,2,4,10,5,15,3,183.5,1.35,4.714,3.0,0.435,0.75
1513,25,Female,Bachelor's,Support,Lead,8,4,6909,45,7,0,0,3,5,5,7,5,6,3,863.62,0.875,5.0,5.0,0.32,0.6
1514,57,Female,Master's,HR,Junior,3,1,2896,58,28,2,2,2,4,3,10,4,3,3,965.33,9.333,14.5,3.5,0.053,0.7
1515,27,Female,Bachelor's,Operations,Senior,4,0,6499,69,21,3,11,4,3,1,3,1,3,1,1624.75,5.25,13.8,2.0,0.148,0.2
1516,52,Male,PhD,Finance,Senior,9,6,7624,7,23,1,2,3,4,1,5,9,4,1,847.11,2.556,0.7,2.5,0.173,0.7
1517,40,Male,High School,HR,Lead,3,1,8579,23,24,0,16,4,1,4,2,2,2,1,2859.67,8.0,5.75,2.5,0.075,0.2
1518,48,Male,Master's,Product,Lead,1,0,10260,66,25,10,0,5,5,4,10,1,1,3,10259.99,25.0,33.0,4.5,0.021,0.55
1519,31,Male,Master's,Sales,Mid,8,0,4373,3,18,14,5,0,4,4,3,6,1,1,546.62,2.25,0.333,4.0,0.258,0.45
1520,47,Male,Master's,Operations,Junior,3,1,2767,95,6,0,3,1,4,4,10,5,3,3,922.33,2.0,23.75,4.0,0.064,0.75
1521,40,Male,Bachelor's,Marketing,Mid,0,0,3889,0,9,2,2,3,4,5,7,1,0,1,3889000000.0,9000000.0,0.0,4.5,0.0,0.4
1522,24,Male,Bachelor's,HR,Mid,3,2,4301,33,29,15,14,3,4,5,1,7,2,2,1433.67,9.667,8.25,4.5,0.125,0.4
1523,34,Male,Master's,Support,Senior,2,2,4754,108,6,0,0,7,5,4,3,7,0,3,2377.0,3.0,36.0,4.5,0.059,0.5
1524,49,Female,Bachelor's,Operations,Senior,10,1,6377,8,18,5,9,0,4,3,5,3,8,1,637.7,1.8,0.727,3.5,0.204,0.4
1525,41,Male,Bachelor's,Product,Lead,0,0,10086,62,17,17,4,3,5,3,4,8,0,3,10086000000.0,17000000.0,62.0,4.0,0.0,0.6
1526,49,Male,Bachelor's,Finance,Junior,10,10,3502,75,12,19,1,3,4,4,3,6,10,1,350.2,1.2,6.818,4.0,0.204,0.45
1527,29,Male,Bachelor's,Product,Lead,3,2,8347,9,3,3,9,5,3,4,6,4,0,1,2782.33,1.0,2.25,3.5,0.103,0.5
1528,22,Male,Bachelor's,Sales,Mid,2,1,4307,9,27,0,2,3,5,4,6,10,0,3,2153.5,13.5,3.0,4.5,0.091,0.8
1529,24,Non-binary,Bachelor's,Engineering,Mid,0,0,5862,49,5,1,6,3,4,3,4,10,0,3,5862000000.0,5000000.0,49.0,3.5,0.0,0.7
1530,34,Male,Bachelor's,HR,Mid,6,6,4306,43,7,11,1,3,4,4,9,10,6,3,717.67,1.167,6.143,4.0,0.176,0.95
1531,49,Female,Master's,Support,Senior,13,10,5726,117,10,12,7,2,5,3,6,3,1,2,440.46,0.769,8.357,4.0,0.265,0.45
1532,46,Non-binary,Master's,Sales,Mid,2,2,4145,47,10,4,4,3,2,4,9,1,2,1,2072.5,5.0,15.667,3.0,0.043,0.5
1533,54,Female,Master's,Engineering,Manager,1,0,11722,86,19,7,0,0,3,3,10,2,0,2,11721.99,19.0,43.0,3.0,0.019,0.6
1534,59,Female,PhD,Support,Lead,4,3,8012,5,25,6,4,5,3,3,10,2,0,1,2003.0,6.25,1.0,3.0,0.068,0.6
1535,27,Female,Bachelor's,Support,Lead,7,5,7088,87,26,5,0,3,4,3,2,5,2,2,1012.57,3.714,10.875,3.5,0.259,0.35
1536,53,Non-binary,High School,Support,Junior,0,0,2334,23,28,8,2,4,5,5,6,4,0,3,2334000000.0,28000000.0,23.0,5.0,0.0,0.5
1537,42,Female,High School,HR,Lead,4,3,7825,84,4,5,0,5,5,3,4,2,2,2,1956.25,1.0,16.8,4.0,0.095,0.3
1538,37,Female,Bachelor's,Sales,Senior,4,0,6061,119,10,3,0,5,4,3,2,9,3,2,1515.25,2.5,23.8,3.5,0.108,0.55
1539,42,Female,Master's,Support,Junior,1,1,2460,105,18,1,0,4,4,1,5,7,0,3,2460.0,18.0,52.5,2.5,0.024,0.6
1540,32,Female,Bachelor's,Product,Junior,3,3,3282,94,3,6,3,0,5,4,3,8,0,3,1094.0,1.0,23.5,4.5,0.094,0.55
1541,58,Female,Bachelor's,Sales,Junior,1,0,3384,110,21,3,2,2,4,3,6,8,1,3,3384.0,21.0,55.0,3.5,0.017,0.7
1542,57,Male,Bachelor's,Operations,Junior,7,2,2246,57,3,1,2,6,3,5,8,2,6,3,320.86,0.429,7.125,4.0,0.123,0.5
1543,56,Male,Bachelor's,Product,Mid,5,2,5636,104,5,8,1,7,4,4,4,5,4,3,1127.2,1.0,17.333,4.0,0.089,0.45
1544,40,Male,Master's,HR,Manager,3,3,8326,63,16,5,4,6,5,3,4,3,3,3,2775.33,5.333,15.75,4.0,0.075,0.35
1545,41,Male,Bachelor's,Support,Mid,2,0,3809,93,20,13,4,0,5,4,5,10,2,3,1904.5,10.0,31.0,4.5,0.049,0.75
1546,39,Male,PhD,Sales,Mid,1,0,5030,55,13,0,1,2,4,3,6,9,0,1,5029.99,13.0,27.5,3.5,0.026,0.75
1547,35,Male,Bachelor's,Marketing,Manager,8,4,7977,97,11,5,8,1,5,4,7,9,4,3,997.12,1.375,10.778,4.5,0.229,0.8
1548,36,Female,Bachelor's,HR,Mid,3,1,4081,81,26,1,4,4,3,3,6,6,3,3,1360.33,8.667,20.25,3.0,0.083,0.6
1549,52,Male,Master's,Sales,Lead,3,1,8217,11,13,11,4,7,3,5,7,4,2,1,2739.0,4.333,2.75,4.0,0.058,0.55
1550,22,Female,High School,Operations,Mid,3,1,3874,34,19,0,1,5,5,4,9,8,1,3,1291.33,6.333,8.5,4.5,0.136,0.85
1551,24,Male,Master's,Support,Senior,2,1,5841,70,28,5,0,5,2,4,4,5,2,1,2920.5,14.0,23.333,3.0,0.083,0.45
1552,37,Male,PhD,Engineering,Mid,1,1,6023,104,6,7,8,5,3,2,10,3,1,1,6022.99,6.0,52.0,2.5,0.027,0.65
1553,44,Female,Master's,Support,Senior,0,0,5550,103,24,2,6,4,3,3,1,8,0,2,5550000000.0,24000000.0,103.0,3.0,0.0,0.45
1554,32,Female,Master's,Engineering,Junior,0,0,3316,88,13,15,0,4,4,4,9,6,0,3,3316000000.0,13000000.0,88.0,4.0,0.0,0.75
1555,33,Male,Bachelor's,Marketing,Senior,7,1,6637,5,28,9,1,7,4,4,7,5,1,2,948.14,4.0,0.625,4.0,0.212,0.6
1556,31,Female,Master's,HR,Mid,1,1,4167,64,4,1,4,6,3,3,4,1,0,1,4167.0,4.0,32.0,3.0,0.032,0.25
1557,53,Female,Bachelor's,Operations,Lead,0,0,7054,109,25,0,4,6,5,3,10,3,0,3,7054000000.0,25000000.0,109.0,4.0,0.0,0.65
1558,37,Male,Master's,Sales,Mid,7,4,5091,79,22,1,7,6,5,3,8,7,1,3,727.29,3.143,9.875,4.0,0.189,0.75
1559,29,Male,Master's,Sales,Junior,0,0,2831,59,5,1,0,2,3,4,7,3,0,2,2831000000.0,5000000.0,59.0,3.5,0.0,0.5
1560,59,Non-binary,PhD,Engineering,Senior,4,2,8445,111,19,11,2,5,3,3,2,1,1,2,2111.25,4.75,22.2,3.0,0.068,0.15
1561,33,Female,Master's,Operations,Junior,2,0,2298,67,5,17,0,0,4,3,1,8,0,2,1149.0,2.5,22.333,3.5,0.061,0.45
1562,45,Female,Bachelor's,Product,Senior,0,0,7453,28,21,0,1,2,4,3,9,7,0,3,7453000000.0,21000000.0,28.0,3.5,0.0,0.8
1563,49,Female,PhD,Marketing,Manager,2,1,9885,37,14,3,0,5,3,3,7,5,1,2,4942.5,7.0,12.333,3.0,0.041,0.6
1564,29,Male,Bachelor's,Engineering,Senior,0,0,6878,110,28,3,9,4,3,3,10,10,0,3,6878000000.0,28000000.0,110.0,3.0,0.0,1.0
1565,49,Male,Master's,Engineering,Junior,9,9,2701,91,28,0,2,4,3,5,1,5,7,2,300.11,3.111,9.1,4.0,0.184,0.3
1566,57,Male,Master's,Marketing,Senior,3,1,6168,21,4,2,7,4,3,3,4,6,1,1,2056.0,1.333,5.25,3.0,0.053,0.5
1567,47,Female,Bachelor's,HR,Senior,0,0,6576,7,12,1,0,5,4,5,5,7,0,1,6576000000.0,12000000.0,7.0,4.5,0.0,0.6
1568,29,Female,Bachelor's,Sales,Lead,1,1,8139,62,6,3,1,6,4,3,5,3,1,1,8138.99,6.0,31.0,3.5,0.034,0.4
1569,49,Female,Bachelor's,HR,Junior,2,1,2245,95,19,5,1,4,4,3,5,4,0,3,1122.5,9.5,31.667,3.5,0.041,0.45
1570,49,Male,Master's,Operations,Mid,1,0,3827,96,10,6,1,1,4,3,3,1,1,1,3827.0,10.0,48.0,3.5,0.02,0.2
1571,58,Male,Bachelor's,Product,Mid,1,1,4971,12,1,0,6,4,3,4,5,7,0,2,4971.0,1.0,6.0,3.5,0.017,0.6
1572,57,Male,Bachelor's,Support,Junior,3,1,2170,26,23,8,1,7,4,4,4,10,0,2,723.33,7.667,6.5,4.0,0.053,0.7
1573,48,Female,Bachelor's,Finance,Mid,8,5,6082,17,23,5,0,7,1,3,5,2,7,1,760.25,2.875,1.889,2.0,0.167,0.35
1574,38,Female,Master's,Finance,Mid,2,2,5527,17,28,10,0,5,4,2,7,7,2,2,2763.5,14.0,5.667,3.0,0.053,0.7
1575,30,Male,Bachelor's,Finance,Lead,6,0,10473,76,16,2,0,6,4,5,5,6,3,3,1745.5,2.667,10.857,4.5,0.2,0.55
1576,54,Female,High School,Marketing,Manager,10,5,11238,85,4,11,5,2,4,5,8,4,1,3,1123.8,0.4,7.727,4.5,0.185,0.6
1577,41,Male,Bachelor's,Engineering,Senior,1,0,7313,61,9,10,2,4,4,3,8,2,0,3,7312.99,9.0,30.5,3.5,0.024,0.5
1578,34,Non-binary,High School,Product,Mid,8,2,4571,13,28,2,5,6,4,4,3,7,1,2,571.37,3.5,1.444,4.0,0.235,0.5
1579,49,Male,Bachelor's,HR,Mid,7,0,3705,10,18,2,4,6,5,3,5,7,5,2,529.29,2.571,1.25,4.0,0.143,0.6
1580,50,Female,Bachelor's,Support,Manager,2,1,9776,102,29,13,0,3,4,3,4,5,2,3,4888.0,14.5,34.0,3.5,0.04,0.45
1581,34,Male,Bachelor's,Sales,Manager,22,13,9964,113,17,6,0,1,4,2,5,9,0,3,452.91,0.773,4.913,3.0,0.647,0.7
1582,56,Female,Master's,Finance,Manager,1,0,10060,116,15,13,5,7,5,3,8,3,0,3,10059.99,15.0,58.0,4.0,0.018,0.55
1583,27,Male,Master's,HR,Senior,1,1,5980,85,19,7,5,5,4,4,4,9,0,3,5979.99,19.0,42.5,4.0,0.037,0.65
1584,39,Male,Bachelor's,Finance,Mid,7,3,4880,99,7,4,1,4,4,1,5,5,6,1,697.14,1.0,12.375,2.5,0.179,0.5
1585,26,Male,PhD,Product,Lead,2,1,10161,16,25,0,0,3,1,4,7,2,0,1,5080.5,12.5,5.333,2.5,0.077,0.45
1586,46,Male,High School,Finance,Mid,2,1,5125,50,18,1,0,5,3,5,3,9,1,3,2562.5,9.0,16.667,4.0,0.043,0.6
1587,23,Male,Bachelor's,Sales,Mid,0,0,4203,95,6,17,1,2,4,3,6,1,0,3,4203000000.0,6000000.0,95.0,3.5,0.0,0.35
1588,31,Female,Bachelor's,Support,Senior,7,3,6010,13,19,1,0,1,4,3,9,1,5,1,858.57,2.714,1.625,3.5,0.226,0.5
1589,51,Male,Bachelor's,Operations,Junior,7,5,2340,105,21,0,1,6,3,4,4,7,1,3,334.29,3.0,13.125,3.5,0.137,0.55
1590,26,Female,Bachelor's,Operations,Junior,4,0,2460,56,12,6,2,4,5,3,4,3,0,2,615.0,3.0,11.2,4.0,0.154,0.35
1591,54,Female,Bachelor's,Product,Mid,15,4,5566,92,25,6,0,2,3,3,6,8,0,2,371.07,1.667,5.75,3.0,0.278,0.7
1592,22,Female,Bachelor's,Operations,Mid,1,1,3899,5,3,1,0,5,4,3,6,7,1,2,3899.0,3.0,2.5,3.5,0.045,0.65
1593,39,Male,Master's,Marketing,Lead,1,1,7839,113,1,1,9,3,3,3,3,7,1,2,7838.99,1.0,56.5,3.0,0.026,0.5
1594,53,Male,Bachelor's,Engineering,Junior,5,4,3442,56,5,3,3,5,4,5,1,1,5,1,688.4,1.0,9.333,4.5,0.094,0.1
1595,32,Female,Bachelor's,Marketing,Junior,7,1,2399,3,1,0,10,7,5,4,3,1,7,1,342.71,0.143,0.375,4.5,0.219,0.2
1596,42,Non-binary,Bachelor's,HR,Junior,1,1,2403,10,8,7,1,5,3,3,8,2,1,1,2403.0,8.0,5.0,3.0,0.024,0.5
1597,47,Male,Bachelor's,Marketing,Junior,0,0,2770,108,7,1,4,1,2,4,8,2,0,2,2770000000.0,7000000.0,108.0,3.0,0.0,0.5
1598,46,Male,Bachelor's,HR,Junior,8,7,3013,103,15,9,0,4,4,5,6,5,5,3,376.62,1.875,11.444,4.5,0.174,0.55
1599,43,Male,Bachelor's,HR,Senior,18,3,6628,73,11,8,3,2,4,2,7,9,5,3,368.22,0.611,3.842,3.0,0.419,0.8
1600,48,Non-binary,Master's,Engineering,Mid,5,2,5672,118,18,5,0,1,4,3,2,7,0,3,1134.4,3.6,19.667,3.5,0.104,0.45
1601,34,Male,Bachelor's,Sales,Senior,1,1,7239,91,14,1,0,3,5,5,9,2,1,3,7238.99,14.0,45.5,5.0,0.029,0.55
1602,54,Male,Bachelor's,Support,Manager,28,20,7699,10,27,3,10,6,2,5,3,5,15,1,274.96,0.964,0.345,3.5,0.519,0.4
1603,55,Female,Master's,Product,Senior,11,8,7902,98,9,2,3,4,4,3,2,5,5,3,718.36,0.818,8.167,3.5,0.2,0.35
1604,56,Male,High School,Engineering,Junior,3,0,3240,78,5,2,10,6,4,2,5,8,2,1,1080.0,1.667,19.5,3.0,0.054,0.65
1605,22,Male,Bachelor's,Product,Junior,8,5,3225,7,23,9,1,1,5,3,1,9,0,1,403.12,2.875,0.778,4.0,0.364,0.5
1606,42,Female,Master's,Operations,Lead,8,4,8008,83,4,3,1,3,5,1,5,8,6,2,1001.0,0.5,9.222,3.0,0.19,0.65
1607,27,Female,Bachelor's,Operations,Mid,13,2,4324,113,12,8,2,3,4,4,10,2,6,3,332.62,0.923,8.071,4.0,0.481,0.6
1608,49,Male,High School,Marketing,Lead,9,7,8053,58,29,0,4,2,4,2,4,4,0,1,894.78,3.222,5.8,3.0,0.184,0.4
1609,38,Male,Bachelor's,HR,Lead,5,0,7963,20,1,0,3,7,3,2,6,2,5,1,1592.6,0.2,3.333,2.5,0.132,0.4
1610,26,Male,High School,Finance,Manager,4,3,10087,64,24,18,10,5,3,3,5,6,4,2,2521.75,6.0,12.8,3.0,0.154,0.55
1611,52,Male,Bachelor's,Finance,Manager,3,0,11132,92,13,4,0,3,4,5,9,4,0,3,3710.67,4.333,23.0,4.5,0.058,0.65
1612,26,Female,Bachelor's,Product,Senior,4,0,8899,23,1,3,4,7,4,3,5,7,0,2,2224.75,0.25,4.6,3.5,0.154,0.6
1613,59,Male,Bachelor's,HR,Mid,7,6,4299,29,3,3,1,3,4,3,8,2,7,1,614.14,0.429,3.625,3.5,0.119,0.5
1614,24,Male,Bachelor's,Product,Manager,17,7,11954,103,22,1,0,5,4,5,2,9,15,3,703.18,1.294,5.722,4.5,0.708,0.55
1615,44,Male,Master's,Engineering,Mid,3,2,6443,98,8,6,2,0,3,4,3,5,2,2,2147.67,2.667,24.5,3.5,0.068,0.4
1616,58,Female,Bachelor's,Sales,Junior,4,2,2375,96,24,0,2,3,4,3,3,1,1,3,593.75,6.0,19.2,3.5,0.069,0.2
1617,58,Female,Bachelor's,Support,Senior,2,2,5000,83,18,4,0,4,2,3,3,3,1,1,2500.0,9.0,27.667,2.5,0.034,0.3
1618,31,Female,Bachelor's,Engineering,Senior,5,4,9516,56,25,4,0,6,3,3,6,4,2,1,1903.2,5.0,9.333,3.0,0.161,0.5
1619,31,Male,Master's,HR,Lead,4,2,7953,79,16,12,2,6,3,4,7,3,3,3,1988.25,4.0,15.8,3.5,0.129,0.5
1620,40,Female,Bachelor's,HR,Senior,0,0,6098,72,20,3,2,1,5,3,7,6,0,3,6098000000.0,20000000.0,72.0,4.0,0.0,0.65
1621,38,Female,Master's,Sales,Mid,3,2,4033,94,20,0,1,5,2,3,7,6,1,1,1344.33,6.667,23.5,2.5,0.079,0.65
1622,42,Male,Bachelor's,Product,Manager,0,0,12515,16,16,4,0,5,5,3,3,10,0,3,12515000000.0,16000000.0,16.0,4.0,0.0,0.65
1623,35,Male,Bachelor's,Marketing,Lead,0,0,8765,58,2,0,0,5,3,3,1,7,0,1,8765000000.0,2000000.0,58.0,3.0,0.0,0.4
1624,30,Male,Bachelor's,Marketing,Senior,7,5,5844,30,17,1,14,4,4,4,6,9,7,2,834.86,2.429,3.75,4.0,0.233,0.75
1625,22,Male,Bachelor's,Sales,Mid,1,0,4519,63,10,0,11,5,5,2,3,10,0,3,4519.0,10.0,31.5,3.5,0.045,0.65
1626,34,Male,Bachelor's,Marketing,Mid,2,2,4228,47,7,3,2,4,4,3,3,9,0,2,2114.0,3.5,15.667,3.5,0.059,0.6
1627,25,Male,Bachelor's,Finance,Senior,0,0,7691,22,27,0,21,7,3,5,3,7,0,1,7691000000.0,27000000.0,22.0,4.0,0.0,0.5
1628,22,Male,Bachelor's,Marketing,Junior,0,0,2331,69,10,3,4,7,3,4,9,1,0,3,2331000000.0,10000000.0,69.0,3.5,0.0,0.5
1629,53,Female,Bachelor's,Marketing,Mid,7,0,4922,29,19,13,0,6,5,2,4,3,5,2,703.14,2.714,3.625,3.5,0.132,0.35
1630,55,Male,Master's,Marketing,Senior,3,3,7163,54,20,6,0,2,3,4,5,5,3,2,2387.67,6.667,13.5,3.5,0.055,0.5
1631,49,Female,Master's,Finance,Mid,10,0,4818,6,27,0,9,0,4,2,3,10,6,1,481.8,2.7,0.545,3.0,0.204,0.65
1632,52,Female,Bachelor's,Product,Mid,2,1,5095,119,9,1,3,5,4,4,10,6,0,3,2547.5,4.5,39.667,4.0,0.038,0.8
1633,29,Female,Bachelor's,Marketing,Junior,1,0,2589,111,22,5,7,6,3,4,1,6,1,3,2589.0,22.0,55.5,3.5,0.034,0.35
1634,47,Female,Bachelor's,Operations,Mid,2,2,3842,103,17,11,9,0,3,4,4,5,0,2,1921.0,8.5,34.333,3.5,0.043,0.45
1635,55,Male,Master's,Finance,Senior,6,6,7167,105,9,0,2,6,4,4,1,6,4,1,1194.5,1.5,15.0,4.0,0.109,0.35
1636,24,Female,Bachelor's,Sales,Mid,4,2,4459,109,9,8,0,5,4,2,7,9,3,2,1114.75,2.25,21.8,3.0,0.167,0.8
1637,33,Male,PhD,Engineering,Junior,11,9,3774,74,5,4,0,4,3,4,7,1,2,1,343.09,0.455,6.167,3.5,0.333,0.4
1638,22,Male,Bachelor's,Sales,Senior,4,2,7525,97,24,3,0,6,4,2,4,1,0,1,1881.25,6.0,19.4,3.0,0.182,0.25
1639,26,Female,Bachelor's,Engineering,Manager,3,2,13622,11,7,15,0,1,5,3,5,9,3,2,4540.67,2.333,2.75,4.0,0.115,0.7
1640,51,Male,Bachelor's,Support,Senior,7,2,5833,59,11,6,2,0,5,5,10,8,4,3,833.29,1.571,7.375,5.0,0.137,0.9
1641,51,Male,Master's,Sales,Junior,14,13,2442,115,8,9,0,0,3,4,7,9,13,2,174.43,0.571,7.667,3.5,0.275,0.8
1642,38,Female,Bachelor's,Operations,Mid,2,2,4149,51,25,2,0,4,3,5,6,7,2,3,2074.5,12.5,17.0,4.0,0.053,0.65
1643,44,Female,Bachelor's,Engineering,Lead,1,1,11290,108,14,4,2,7,5,2,4,10,1,2,11289.99,14.0,54.0,3.5,0.023,0.7
1644,36,Female,PhD,Engineering,Junior,4,0,2841,110,2,4,1,0,3,3,4,6,4,1,710.25,0.5,22.0,3.0,0.111,0.5
1645,58,Male,High School,HR,Senior,3,2,6647,26,10,1,2,2,1,2,2,9,2,1,2215.67,3.333,6.5,1.5,0.052,0.55
1646,42,Female,Master's,Engineering,Mid,22,19,6674,11,21,4,2,4,5,4,10,2,11,2,303.36,0.955,0.478,4.5,0.524,0.6
1647,35,Male,Bachelor's,Engineering,Junior,3,1,3595,12,24,1,4,0,3,2,2,4,3,1,1198.33,8.0,3.0,2.5,0.086,0.3
1648,23,Female,Master's,HR,Lead,0,0,9036,71,16,0,11,0,3,3,4,2,0,1,9036000000.0,16000000.0,71.0,3.0,0.0,0.3
1649,32,Non-binary,Bachelor's,Marketing,Senior,18,17,6705,79,16,2,0,0,3,3,5,6,5,1,372.5,0.889,4.158,3.0,0.562,0.55
1650,59,Female,Bachelor's,Marketing,Senior,9,8,7197,61,19,6,0,4,5,4,4,1,5,2,799.67,2.111,6.1,4.5,0.153,0.25
1651,55,Female,Master's,HR,Junior,0,0,2320,28,27,12,7,7,3,3,3,7,0,2,2320000000.0,27000000.0,28.0,3.0,0.0,0.5
1652,59,Male,High School,Finance,Junior,11,6,3238,34,11,3,2,1,5,4,2,7,11,2,294.36,1.0,2.833,4.5,0.186,0.45
1653,55,Female,Bachelor's,Support,Senior,2,1,5993,59,6,5,5,3,4,2,4,7,2,1,2996.5,3.0,19.667,3.0,0.036,0.55
1654,39,Female,Bachelor's,Engineering,Senior,2,0,8360,28,6,0,0,6,4,1,5,4,1,1,4180.0,3.0,9.333,2.5,0.051,0.45
1655,51,Male,Bachelor's,Engineering,Junior,11,6,3677,30,7,11,7,5,3,3,1,8,4,2,334.27,0.636,2.5,3.0,0.216,0.45
1656,36,Female,Bachelor's,HR,Junior,3,1,2365,76,16,4,10,6,3,5,1,5,3,2,788.33,5.333,19.0,4.0,0.083,0.3
1657,48,Male,High School,HR,Junior,0,0,2453,75,13,7,4,0,4,2,6,2,0,1,2453000000.0,13000000.0,75.0,3.0,0.0,0.4
1658,55,Female,Bachelor's,Finance,Manager,2,0,11609,114,27,7,0,6,3,2,5,5,2,2,5804.5,13.5,38.0,2.5,0.036,0.5
1659,59,Female,Bachelor's,Operations,Senior,6,1,5606,60,3,1,9,3,5,4,4,10,4,2,934.33,0.5,8.571,4.5,0.102,0.7
1660,54,Female,Bachelor's,Marketing,Manager,0,0,10290,1,24,3,6,3,4,3,1,9,0,2,10290000000.0,24000000.0,1.0,3.5,0.0,0.5
1661,45,Male,Bachelor's,Sales,Junior,4,4,2277,32,24,16,5,0,4,4,7,10,2,3,569.25,6.0,6.4,4.0,0.089,0.85
1662,36,Female,Master's,Operations,Manager,5,1,10586,71,9,0,0,0,3,3,4,1,5,1,2117.2,1.8,11.833,3.0,0.139,0.25
1663,51,Female,Master's,Product,Junior,2,2,3139,61,24,5,6,5,4,3,3,2,2,2,1569.5,12.0,20.333,3.5,0.039,0.25
1664,38,Female,Master's,Marketing,Mid,5,3,4147,104,3,16,0,7,3,3,7,10,5,2,829.4,0.6,17.333,3.0,0.132,0.85
1665,26,Male,Bachelor's,Engineering,Lead,10,3,9432,58,6,1,1,3,3,3,2,8,5,1,943.2,0.6,5.273,3.0,0.385,0.5
1666,50,Male,Bachelor's,Product,Mid,3,0,5086,39,25,9,3,1,5,4,10,5,0,3,1695.33,8.333,9.75,4.5,0.06,0.75
1667,25,Female,Bachelor's,Operations,Mid,2,2,4453,116,17,13,1,3,4,4,1,9,1,3,2226.5,8.5,38.667,4.0,0.08,0.5
1668,31,Male,Bachelor's,HR,Junior,1,0,2636,48,3,6,4,1,4,4,4,6,1,2,2636.0,3.0,24.0,4.0,0.032,0.5
1669,38,Female,Bachelor's,Finance,Junior,4,4,2788,104,2,1,3,7,4,5,8,8,4,3,697.0,0.5,20.8,4.5,0.105,0.8
1670,31,Female,High School,Marketing,Senior,10,1,6007,31,12,2,0,6,4,3,6,1,1,1,600.7,1.2,2.818,3.5,0.323,0.35
1671,38,Female,Bachelor's,Finance,Senior,1,1,7992,37,24,0,4,2,3,3,9,9,0,2,7991.99,24.0,18.5,3.0,0.026,0.9
1672,41,Female,Master's,Product,Senior,2,0,7248,91,6,8,10,1,1,4,1,9,0,1,3624.0,3.0,30.333,2.5,0.049,0.5
1673,45,Female,Bachelor's,Marketing,Senior,2,2,6601,78,10,9,0,5,5,4,1,3,1,2,3300.5,5.0,26.0,4.5,0.044,0.2
1674,26,Male,Bachelor's,Support,Senior,4,0,5694,86,11,5,3,4,2,1,5,1,4,1,1423.5,2.75,17.2,1.5,0.154,0.3
1675,55,Male,High School,Support,Junior,1,0,2320,87,16,2,1,7,4,4,6,8,0,3,2320.0,16.0,43.5,4.0,0.018,0.7
1676,27,Male,Bachelor's,Operations,Junior,8,5,2714,12,27,0,2,6,2,3,8,8,4,2,339.25,3.375,1.333,2.5,0.296,0.8
1677,23,Male,Master's,Engineering,Manager,1,0,10884,84,16,6,1,0,3,4,3,9,1,2,10883.99,16.0,42.0,3.5,0.043,0.6
1678,34,Female,Bachelor's,Support,Junior,6,2,2000,53,24,6,1,7,2,4,6,6,5,3,333.33,4.0,7.571,3.0,0.176,0.6
1679,32,Female,Bachelor's,Support,Senior,3,3,5305,75,18,12,0,2,4,4,3,9,0,2,1768.33,6.0,18.75,4.0,0.094,0.6
1680,44,Female,High School,Sales,Junior,4,0,3245,12,27,6,15,3,4,1,8,10,3,2,811.25,6.75,2.4,2.5,0.091,0.9
1681,37,Female,Bachelor's,Finance,Senior,0,0,9016,38,22,8,3,1,3,4,4,9,0,2,9016000000.0,22000000.0,38.0,3.5,0.0,0.65
1682,52,Non-binary,High School,Finance,Senior,6,6,8873,22,23,6,2,2,3,4,2,4,5,1,1478.83,3.833,3.143,3.5,0.115,0.3
1683,32,Female,Master's,Support,Junior,1,0,2206,113,24,4,1,6,5,3,9,5,0,2,2206.0,24.0,56.5,4.0,0.031,0.7
