employee_id,age,gender,education_level,department,job_level,years_at_company,years_in_role,monthly_salary,training_hours_per_year,num_projects_completed,overtime_hours_per_month,absenteeism_days,certifications_earned,manager_rating,peer_rating,work_life_balance_score,job_satisfaction_score,last_promotion_years_ago,performance_score
1272,25,Female,High School,Engineering,Manager,4,1,11714,72,9,9,1,3,2,5,6,7,2,3
1273,56,Male,Bachelor's,Sales,Senior,1,0,7438,88,12,0,7,6,5,3,3,9,0,3
1274,38,Male,Master's,Marketing,Junior,2,2,2502,109,18,0,1,4,5,5,2,7,2,3
1275,49,Male,Master's,Operations,Lead,0,0,7284,14,8,4,4,2,3,3,7,6,0,1
1276,51,Female,Bachelor's,Engineering,Junior,7,2,3581,76,25,6,0,3,4,5,8,3,7,2
1277,50,Female,Bachelor's,Finance,Mid,7,5,4355,105,18,0,1,0,4,5,10,1,3,3
1278,27,Female,Bachelor's,Support,Lead,10,4,6910,45,25,12,1,4,5,2,6,10,9,3
1279,56,Male,Bachelor's,Product,Senior,0,0,8069,89,23,18,6,2,3,5,5,9,0,3
1280,58,Male,High School,Finance,Mid,4,2,4713,84,25,4,13,7,4,2,4,7,0,3
1281,45,Female,Master's,Product,Mid,1,1,5616,86,22,3,2,3,5,3,1,3,1,2
1282,50,Male,Bachelor's,Sales,Mid,2,2,4322,60,2,6,6,3,4,3,9,10,0,3
1283,52,Male,Bachelor's,Support,Mid,7,6,4278,107,8,1,4,0,3,5,10,9,6,2
1284,56,Female,High School,Sales,Mid,1,0,4525,91,10,3,13,7,5,3,4,3,1,2
1285,54,Non-binary,Master's,Marketing,Manager,5,4,10737,60,9,12,6,0,1,4,2,3,0,1
1286,42,Female,Master's,Operations,Manager,5,3,10298,50,28,15,0,4,4,4,4,7,2,2
1287,53,Female,Master's,Marketing,Lead,15,9,7790,37,24,13,4,5,3,5,5,2,3,2
1288,44,Non-binary,Master's,Sales,Mid,7,1,3642,11,18,1,3,2,3,4,2,10,2,1
1289,54,Male,Bachelor's,Sales,Senior,8,3,7123,87,8,1,0,3,4,3,7,7,7,2
1290,24,Female,Bachelor's,Finance,Lead,3,1,9568,76,19,1,1,4,3,3,3,7,0,2
1291,39,Non-binary,Master's,Sales,Lead,1,0,9192,103,3,2,10,6,4,2,8,1,0,1
1292,46,Male,Bachelor's,Support,Mid,2,1,3665,111,9,1,10,4,4,4,4,10,1,3
1293,52,Female,Bachelor's,Support,Junior,3,0,2153,65,13,2,6,6,3,3,5,2,2,1
1294,24,Female,High School,HR,Junior,5,1,3002,53,9,4,16,0,3,3,3,5,4,1
1295,45,Female,High School,Product,Senior,4,0,6662,38,25,7,6,3,4,5,5,4,4,3
1296,53,Female,Bachelor's,Engineering,Senior,2,0,8721,75,20,6,0,1,3,3,9,3,0,3
1297,43,Female,Bachelor's,Sales,Lead,1,0,8207,38,12,8,1,5,4,4,2,10,0,2
1298,44,Female,Master's,Marketing,Mid,0,0,4228,114,23,0,0,5,4,3,7,8,0,3
1299,23,Male,Bachelor's,Operations,Junior,5,4,2420,77,13,0,0,0,5,2,10,7,1,3
1300,48,Female,Bachelor's,Product,Mid,5,0,4789,29,8,7,0,6,4,3,8,9,3,2
1301,23,Male,Bachelor's,Product,Mid,5,5,5505,104,15,3,2,3,1,3,3,3,0,1
1302,47,Male,High School,Operations,Junior,2,0,2847,113,29,4,7,7,5,5,4,10,1,3
1303,38,Male,Bachelor's,Operations,Senior,1,0,6543,106,13,0,7,4,5,3,10,1,0,3
1304,54,Male,Bachelor's,Product,Mid,7,5,5262,47,21,1,3,5,4,3,2,9,5,3
1305,30,Male,Bachelor's,HR,Senior,7,6,5633,82,13,5,10,4,5,4,10,9,3,3
1306,50,Female,Bachelor's,Marketing,Mid,3,0,4601,30,17,9,2,2,4,4,9,1,0,2
1307,47,Female,Bachelor's,HR,Mid,4,2,5065,106,15,12,8,1,4,4,3,8,3,3
1308,56,Female,High School,Sales,Mid,2,0,4408,113,25,3,2,0,3,5,9,10,0,3
1309,46,Male,High School,Engineering,Lead,6,4,9904,106,22,3,1,6,4,4,7,1,6,3
1310,45,Female,Bachelor's,Operations,Junior,9,1,2359,24,19,8,9,5,3,3,6,6,0,2
1311,34,Female,High School,Support,Lead,5,5,6776,67,3,3,1,7,2,4,3,9,4,1
1312,28,Female,Bachelor's,Marketing,Mid,3,3,3173,113,14,3,2,2,1,4,7,3,1,2
1313,57,Male,Bachelor's,Operations,Lead,3,1,8237,50,10,11,1,7,3,3,3,6,1,1
1314,41,Male,Bachelor's,HR,Lead,5,0,7247,12,17,7,4,2,3,3,6,3,2,1
1315,22,Male,Bachelor's,Finance,Mid,5,5,4194,99,29,11,21,1,4,3,8,5,1,3
1316,29,Male,Master's,Sales,Senior,4,4,7392,62,8,1,0,0,3,2,5,7,4,2
1317,37,Male,Master's,Engineering,Junior,4,3,2898,41,18,3,9,0,5,3,3,10,4,3
1318,35,Female,Master's,Sales,Lead,0,0,8413,53,12,9,0,4,3,2,6,4,0,1
1319,33,Male,Master's,Finance,Mid,15,7,5733,100,17,0,1,0,3,5,8,4,11,2
1320,44,Male,Bachelor's,Engineering,Mid,7,1,4653,66,23,7,0,2,2,5,10,7,5,3
1321,36,Male,Master's,Finance,Senior,2,0,6350,79,11,1,5,4,3,4,3,5,0,1
1322,49,Male,Bachelor's,Sales,Lead,4,1,8942,89,9,8,0,0,1,4,5,1,0,1
1323,55,Male,Bachelor's,HR,Junior,0,0,2787,103,22,4,3,6,4,3,9,10,0,3
1324,23,Male,Bachelor's,Product,Senior,0,0,6582,55,24,1,1,6,4,5,10,2,0,3
1325,53,Male,Bachelor's,Sales,Mid,1,0,4770,102,24,3,0,1,3,4,10,6,1,3
1326,44,Female,Master's,Sales,Mid,5,2,4849,18,25,5,5,2,3,2,3,9,3,1
1327,43,Non-binary,Bachelor's,Sales,Senior,9,4,5459,45,23,5,0,3,1,2,2,7,5,1
1328,46,Male,Master's,Marketing,Mid,4,3,4724,14,25,2,1,1,5,3,8,4,2,1
1329,43,Male,Bachelor's,Finance,Mid,3,3,5438,31,15,11,1,1,4,1,7,2,0,1
1330,43,Female,Bachelor's,Support,Lead,2,2,6902,48,9,3,3,0,2,3,9,4,0,2
1331,27,Male,Bachelor's,Finance,Junior,0,0,3375,20,12,3,4,4,3,2,4,5,0,1
1332,36,Male,Bachelor's,Operations,Senior,0,0,6960,64,11,0,0,7,5,3,3,2,0,2
1333,58,Female,Master's,Finance,Junior,7,6,3030,69,17,12,1,4,3,3,10,1,4,2
1334,54,Male,Bachelor's,Operations,Junior,13,1,2387,26,6,0,2,6,4,5,5,4,5,2
1335,29,Female,Bachelor's,Marketing,Junior,3,1,2369,22,28,3,1,2,3,3,1,6,0,1
1336,26,Female,Master's,HR,Senior,5,1,6226,46,8,8,8,0,4,3,5,1,0,1
1337,25,Male,Bachelor's,Operations,Senior,12,1,6606,94,10,1,6,4,5,4,3,1,10,1
1338,27,Male,PhD,Sales,Junior,0,0,2660,11,25,3,3,6,5,5,1,9,0,1
1339,53,Female,Bachelor's,HR,Junior,7,4,2000,84,15,1,1,5,4,3,3,5,5,2
1340,51,Male,Bachelor's,Product,Lead,4,0,11151,115,4,7,4,7,3,5,5,2,0,3
1341,56,Male,Bachelor's,Marketing,Junior,4,4,2674,65,29,4,7,3,4,3,5,2,2,3
1342,37,Female,Bachelor's,Finance,Lead,1,0,9139,4,18,9,3,5,3,3,10,4,0,2
1343,34,Female,Bachelor's,Operations,Junior,5,4,2714,8,11,11,6,7,5,3,8,2,2,2
1344,51,Male,Bachelor's,Support,Senior,7,7,6482,19,9,5,5,0,4,4,1,4,0,2
1345,40,Female,Master's,Sales,Mid,0,0,3299,109,9,6,3,0,3,3,7,6,0,2
1346,38,Male,Master's,Engineering,Lead,3,0,10738,81,28,3,1,4,1,4,5,7,1,1
1347,40,Female,Bachelor's,Product,Senior,0,0,6697,62,8,2,5,7,4,3,3,6,0,1
1348,49,Female,Bachelor's,Engineering,Mid,10,10,5687,85,3,5,0,1,5,4,4,4,5,2
1349,47,Female,Bachelor's,HR,Junior,3,0,2531,71,21,11,6,0,4,3,3,10,2,3
1350,58,Male,High School,Finance,Senior,8,0,7976,97,18,2,6,1,3,3,8,3,0,2
1351,47,Non-binary,Master's,Support,Senior,2,1,5344,72,14,1,6,2,1,4,4,4,1,1
1352,44,Male,Bachelor's,Engineering,Junior,0,0,2641,70,3,2,2,6,3,4,3,5,0,1
1353,30,Female,High School,HR,Junior,0,0,2387,29,17,2,0,2,5,3,2,4,0,2
1354,33,Male,High School,Marketing,Lead,1,1,8650,81,4,0,0,7,5,4,3,3,0,3
1355,22,Male,PhD,HR,Mid,1,1,4589,90,21,3,5,7,5,4,7,1,1,3
1356,22,Male,High School,Product,Senior,4,2,6897,15,28,3,8,4,4,3,6,3,3,2
1357,55,Female,Bachelor's,Support,Mid,0,0,4135,84,18,4,4,2,4,5,10,5,0,3
1358,53,Non-binary,Bachelor's,Support,Lead,3,3,6663,4,15,2,0,5,4,4,5,6,1,2
1359,46,Male,Bachelor's,HR,Lead,2,1,8203,118,19,4,10,7,4,3,8,4,0,3
1360,22,Male,Bachelor's,Product,Manager,4,1,11368,28,28,10,18,5,4,3,1,1,4,1
1361,37,Female,Bachelor's,HR,Junior,6,0,2545,46,22,15,2,5,3,4,3,10,4,2
1362,26,Male,Master's,Support,Lead,5,3,7760,100,6,4,3,4,4,3,2,7,2,2
1363,43,Male,Bachelor's,Support,Mid,20,16,3289,106,15,0,6,4,2,3,2,9,12,1
1364,50,Female,Bachelor's,Sales,Senior,0,0,6407,21,7,17,5,5,3,3,1,6,0,1
1365,24,Female,PhD,HR,Mid,2,1,4243,77,12,6,13,1,5,4,5,6,0,3
1366,33,Non-binary,Master's,Operations,Junior,2,2,3100,56,16,2,0,5,5,3,5,9,1,2
1367,47,Male,Bachelor's,HR,Manager,2,0,8756,82,9,0,3,1,4,4,3,4,1,2
1368,37,Male,Bachelor's,Support,Junior,5,1,2709,34,20,0,4,2,1,3,9,5,5,1
1369,58,Female,Bachelor's,Sales,Senior,3,2,8253,87,5,0,8,1,5,3,6,5,0,3
1370,43,Female,Master's,Sales,Senior,3,1,6808,105,11,0,8,7,4,4,10,5,1,3
1371,50,Female,Bachelor's,Marketing,Senior,2,0,6366,59,2,11,15,0,3,4,6,8,0,2
1372,35,Female,Bachelor's,Product,Junior,23,13,2908,69,22,3,2,3,4,3,10,1,10,2
1373,49,Male,High School,Finance,Mid,13,7,4965,59,16,6,7,0,3,3,6,10,1,3
1374,26,Female,Bachelor's,Engineering,Lead,1,1,8843,57,4,8,2,0,4,3,2,10,0,3
1375,51,Male,Bachelor's,Engineering,Mid,0,0,5375,2,5,7,2,4,5,4,10,3,0,2
1376,26,Male,Bachelor's,HR,Mid,9,1,4790,33,7,10,1,3,3,3,10,8,4,2
1377,33,Female,High School,Marketing,Mid,29,20,4107,44,6,17,6,4,2,4,8,9,11,1
1378,37,Male,Bachelor's,HR,Mid,1,1,4066,49,24,2,17,1,1,4,6,2,1,1
1379,47,Male,Bachelor's,Engineering,Lead,2,2,8540,1,22,15,1,5,3,2,3,4,2,1
1380,47,Female,Bachelor's,Product,Mid,14,0,5403,14,10,6,0,6,2,3,10,8,3,1
1381,42,Male,Bachelor's,Support,Senior,6,6,5773,36,14,0,6,6,3,3,9,5,6,1
1382,57,Female,Bachelor's,Product,Mid,1,1,5241,14,8,5,3,6,1,3,2,1,0,1
1383,54,Male,Bachelor's,Product,Mid,4,1,5095,59,29,5,12,1,3,4,7,6,1,2
1384,51,Female,Master's,Sales,Junior,14,9,2669,95,14,11,1,3,3,4,3,9,10,3
1385,58,Male,Master's,Support,Mid,8,4,3938,84,14,2,0,2,1,4,6,9,0,1
1386,44,Male,Master's,Finance,Mid,6,4,4985,63,20,4,2,1,4,3,5,1,4,2
1387,31,Non-binary,Bachelor's,Support,Senior,6,2,5802,80,28,0,0,0,4,5,6,4,4,2
1388,26,Female,Bachelor's,Marketing,Mid,0,0,4469,97,23,2,1,3,2,3,8,1,0,1
1389,57,Male,High School,Sales,Mid,8,2,5098,95,3,0,0,3,4,3,3,7,6,1
1390,55,Male,Bachelor's,Finance,Mid,1,0,5338,113,1,3,1,1,5,4,2,3,1,3
1391,52,Female,High School,Marketing,Junior,13,11,2675,110,29,8,0,1,5,4,8,2,0,3
1392,31,Female,PhD,Marketing,Manager,2,2,11590,51,9,1,12,4,1,3,1,8,2,1
1393,40,Female,Bachelor's,Engineering,Mid,9,5,5644,22,9,3,1,4,4,4,2,9,7,1
1394,53,Female,Bachelor's,Sales,Junior,1,1,3108,98,22,1,2,0,3,5,10,7,0,3
1395,22,Male,Master's,Marketing,Junior,3,3,2784,36,2,0,9,7,2,4,1,6,2,1
1396,26,Male,Master's,Operations,Manager,0,0,7818,106,16,3,4,3,3,1,5,10,0,3
1397,25,Female,Master's,Product,Junior,5,4,3532,40,8,0,3,6,3,4,8,6,2,1
1398,37,Male,High School,Marketing,Lead,9,2,8424,100,26,4,4,2,4,4,2,9,3,3
1399,45,Male,High School,Finance,Junior,6,1,2984,56,6,0,7,2,4,4,4,5,5,1
1400,37,Female,Bachelor's,Engineering,Manager,3,0,12808,96,23,0,8,3,4,4,4,5,1,3
1401,23,Female,Bachelor's,HR,Lead,0,0,7643,24,13,3,4,0,3,5,7,2,0,2
1402,49,Female,High School,Product,Senior,13,2,7989,109,1,4,8,6,3,3,1,6,1,1
1403,53,Female,Bachelor's,Engineering,Junior,6,3,3057,36,19,0,3,4,3,2,9,6,5,2
1404,48,Female,Master's,HR,Mid,6,5,4697,39,15,4,1,4,3,3,3,6,1,2
1405,41,Male,Bachelor's,Sales,Mid,7,7,4531,84,1,9,8,4,5,1,6,4,0,1
1406,45,Male,Master's,Sales,Mid,6,3,4407,45,10,6,3,2,4,3,10,7,1,1
1407,33,Male,Master's,Marketing,Mid,2,2,3970,59,1,0,9,2,5,4,5,9,0,2
1408,56,Male,Bachelor's,Operations,Junior,6,3,2567,111,28,4,0,0,4,3,4,1,4,3
1409,54,Female,Master's,Sales,Senior,4,2,7003,101,12,5,2,2,3,4,9,3,2,2
1410,54,Male,Bachelor's,Support,Mid,9,2,3895,103,11,0,11,1,3,4,9,10,5,3
1411,58,Male,Bachelor's,Marketing,Mid,8,7,3925,97,29,9,1,2,4,3,1,9,8,3
1412,33,Male,Master's,Product,Junior,0,0,2624,18,17,11,11,4,3,5,7,5,0,2
1413,24,Male,Bachelor's,Engineering,Manager,2,0,13237,90,4,9,12,0,5,2,10,6,1,3
1414,22,Male,PhD,Sales,Mid,0,0,5263,8,29,8,8,3,4,4,9,8,0,2
1415,54,Male,Bachelor's,Support,Senior,0,0,5047,68,23,6,3,3,3,4,5,9,0,3
1416,31,Male,Bachelor's,Engineering,Mid,4,1,6277,4,7,5,4,0,4,3,1,8,3,1
1417,50,Male,Bachelor's,Engineering,Junior,10,9,3342,88,12,5,8,1,5,3,8,3,10,2
1418,34,Male,Bachelor's,Operations,Mid,0,0,4163,25,13,8,5,3,3,3,5,10,0,3
1419,33,Female,High School,Sales,Mid,2,0,4401,18,5,5,3,4,4,4,6,1,2,1
1420,52,Male,Bachelor's,Engineering,Lead,12,12,8866,29,28,1,16,3,2,4,7,5,12,1
1421,23,Male,Master's,Operations,Senior,8,1,6867,99,6,2,4,3,4,3,10,7,4,3
1422,56,Female,Master's,Operations,Mid,3,1,3843,47,2,11,14,4,1,4,7,2,2,1
1423,44,Male,Bachelor's,Sales,Manager,7,2,9719,111,21,0,0,2,1,2,7,1,1,1
1424,38,Female,Master's,Operations,Mid,3,1,4579,15,7,6,0,1,4,3,1,4,1,1
1425,47,Female,Master's,Sales,Manager,0,0,8556,70,14,15,2,6,3,5,7,3,0,2
1426,29,Male,Master's,Support,Manager,0,0,7310,17,25,6,1,4,4,3,3,4,0,1
1427,50,Female,Bachelor's,Sales,Junior,1,1,2745,55,22,25,6,4,5,5,5,1,0,2
1428,47,Male,Bachelor's,HR,Mid,2,0,4288,20,28,5,0,5,2,4,10,2,2,2
1429,31,Female,Master's,Engineering,Mid,13,8,5679,30,14,0,14,0,4,5,5,1,13,2
1430,47,Male,Bachelor's,Support,Senior,8,0,5455,0,10,8,1,7,4,3,8,3,8,1
1431,55,Female,Master's,Finance,Mid,2,1,6265,2,4,1,2,1,2,3,7,4,0,1
1432,28,Male,Bachelor's,Sales,Manager,3,3,10301,94,3,2,1,2,4,1,7,1,3,1
1433,25,Female,Bachelor's,Engineering,Senior,1,1,7937,24,25,1,3,5,4,4,6,6,1,3
1434,32,Female,High School,Product,Junior,6,2,2875,116,23,1,0,6,4,4,7,2,4,2
1435,50,Male,Bachelor's,Operations,Junior,8,6,2530,7,27,2,0,4,5,3,7,10,8,2
1436,57,Male,Bachelor's,Marketing,Senior,1,0,6966,64,14,2,5,6,4,4,5,5,1,2
1437,46,Female,Master's,Sales,Junior,0,0,3080,61,29,5,0,6,5,3,5,8,0,3
1438,42,Female,Bachelor's,Operations,Senior,4,2,5319,6,6,8,1,6,4,2,4,4,0,1
1439,57,Male,Master's,Operations,Mid,4,0,4064,6,23,1,6,5,2,3,4,5,1,1
1440,31,Female,Master's,Operations,Mid,2,1,4352,7,15,1,0,7,4,2,5,9,2,1
1441,58,Non-binary,Bachelor's,Operations,Junior,5,3,2646,18,8,5,2,2,3,3,10,2,1,1
1442,30,Female,Master's,Operations,Senior,3,3,6254,16,5,5,0,5,4,3,9,2,3,1
1443,45,Male,PhD,Sales,Junior,1,1,2899,10,3,11,1,5,4,5,6,6,0,3
1444,56,Female,Master's,Product,Senior,2,1,7180,110,3,0,4,7,4,4,8,6,0,2
1445,56,Male,Master's,Finance,Mid,2,0,5778,104,13,9,0,5,2,3,9,3,1,2
1446,57,Non-binary,PhD,HR,Senior,10,8,6870,48,2,3,8,4,4,4,4,9,4,2
1447,39,Male,Bachelor's,Operations,Senior,16,11,5409,10,24,4,9,4,2,4,7,1,3,1
1448,53,Male,Bachelor's,Operations,Junior,11,6,2231,101,1,0,0,0,4,3,5,3,3,2
1449,45,Female,Master's,HR,Senior,6,4,5595,40,12,2,18,3,4,4,4,8,3,3
1450,44,Male,Bachelor's,Product,Junior,4,4,3336,61,8,1,1,1,5,4,7,8,4,3
1451,53,Non-binary,Bachelor's,Support,Mid,5,4,3268,113,19,1,0,0,2,4,3,4,0,1
1452,58,Non-binary,Bachelor's,Product,Junior,13,10,3021,51,9,3,0,2,4,4,1,8,0,2
1453,33,Female,Master's,Support,Senior,1,0,5880,65,28,8,2,5,4,4,7,10,0,3
1454,34,Male,High School,Sales,Lead,3,2,8650,67,14,6,3,4,5,3,9,8,3,3
1455,44,Female,Master's,Engineering,Senior,5,4,8335,113,28,4,1,5,4,5,2,1,1,3
1456,46,Male,Bachelor's,Marketing,Mid,5,5,3908,91,27,3,7,4,2,3,7,3,1,2
1457,56,Male,Bachelor's,Marketing,Senior,1,1,6952,96,18,2,5,6,3,5,10,1,1,3
1458,51,Female,Bachelor's,Engineering,Junior,4,0,3050,74,10,18,1,1,4,3,2,2,1,1
1459,38,Male,High School,Sales,Lead,7,6,8425,66,9,4,5,0,4,2,3,4,4,1
1460,41,Male,Master's,Marketing,Junior,3,1,2687,39,6,1,11,0,5,4,10,3,2,3
1461,46,Non-binary,Master's,Product,Manager,7,1,12102,4,1,1,0,2,3,3,10,6,6,1
1462,43,Male,Master's,HR,Senior,2,2,6264,115,5,4,1,6,5,4,3,5,0,3
1463,34,Male,Bachelor's,Engineering,Senior,13,11,7515,84,10,3,2,0,2,3,4,5,1,1
1464,40,Female,Bachelor's,Product,Senior,3,3,7578,21,25,0,2,0,5,4,6,10,2,3
1465,57,Male,Master's,Finance,Mid,4,1,5001,117,13,8,3,3,5,3,3,7,4,3
1466,33,Female,Master's,Sales,Senior,0,0,5929,36,22,6,1,7,4,3,9,7,0,3
1467,40,Non-binary,Bachelor's,Engineering,Junior,0,0,3099,10,23,5,4,1,4,3,2,9,0,1
1468,33,Female,Bachelor's,Marketing,Senior,5,1,6816,43,4,0,4,5,2,4,7,8,4,1
1469,30,Female,Bachelor's,Sales,Senior,2,2,5996,85,1,2,3,7,1,4,6,3,1,1
1470,28,Male,Master's,HR,Lead,3,3,8832,104,21,13,0,0,2,4,2,2,1,3
1471,49,Male,Bachelor's,Sales,Mid,0,0,5165,52,2,9,2,2,2,5,3,1,0,1
1472,35,Female,Bachelor's,Sales,Junior,8,1,2407,76,24,1,1,5,4,4,6,10,7,3
1473,52,Female,Bachelor's,HR,Mid,7,3,4732,117,4,0,2,4,3,5,10,6,6,3
1474,40,Female,Master's,Operations,Senior,1,1,6160,115,17,2,10,6,5,2,4,4,1,2
1475,37,Male,High School,HR,Junior,5,1,2604,60,10,2,2,6,3,2,1,3,3,1
1476,26,Male,Bachelor's,Product,Mid,8,1,4949,66,23,5,0,0,4,3,1,2,3,1
1477,56,Male,Bachelor's,Sales,Lead,5,3,9512,12,12,16,2,0,4,2,3,2,3,1
1478,33,Female,Bachelor's,Support,Senior,1,1,5853,91,27,2,6,5,3,4,8,4,1,3
1479,46,Male,High School,HR,Mid,5,4,3827,117,2,0,6,7,3,4,4,1,4,1
1480,42,Female,Master's,Operations,Mid,1,1,3681,10,3,11,2,4,3,4,1,6,0,1
1481,57,Female,Master's,Product,Senior,1,0,6671,10,14,0,1,3,4,4,8,10,0,3
1482,44,Male,Master's,Support,Mid,1,1,3820,84,25,15,2,1,4,5,10,5,0,3
1483,37,Female,Master's,Support,Senior,4,2,5947,115,15,5,3,3,3,5,6,10,3,3
1484,35,Male,Bachelor's,Engineering,Junior,0,0,3461,84,13,14,30,7,5,2,1,9,0,1
1485,52,Female,Master's,HR,Lead,13,6,7823,6,9,1,4,2,2,3,10,2,9,1
1486,26,Female,Bachelor's,HR,Mid,2,1,3684,16,2,0,4,5,4,3,10,9,0,2
1487,56,Female,Master's,Sales,Mid,1,0,4270,47,19,3,2,0,3,3,6,9,0,2
1488,44,Female,PhD,Product,Senior,3,1,8712,13,16,2,1,3,4,4,1,10,2,2
1489,50,Male,Bachelor's,Engineering,Senior,1,0,7731,62,11,2,6,1,5,4,10,9,0,3
1490,32,Male,Bachelor's,Finance,Junior,3,2,3043,63,12,15,2,2,4,3,10,10,0,3
1491,39,Female,Bachelor's,Finance,Senior,2,0,6693,96,25,8,20,6,3,4,3,10,2,3
1492,33,Male,Bachelor's,Marketing,Mid,0,0,4522,74,1,5,2,7,3,4,2,4,0,1
1493,30,Male,High School,HR,Lead,1,1,7554,76,2,0,0,3,5,1,4,5,0,1
1494,31,Male,Master's,HR,Lead,2,2,8745,64,16,6,4,0,4,3,2,8,2,1
1495,38,Female,PhD,Engineering,Mid,0,0,5835,33,27,6,0,1,2,5,5,8,0,1
1496,59,Male,Bachelor's,Operations,Lead,7,2,7524,8,2,2,1,0,4,4,4,1,2,1
1497,28,Female,High School,Finance,Mid,4,2,4936,76,26,12,1,0,3,3,6,10,3,3
1498,34,Non-binary,High School,Marketing,Junior,4,4,2480,36,19,0,5,2,1,3,7,1,3,1
1499,30,Male,Master's,Engineering,Manager,3,2,10689,29,10,1,2,1,5,3,2,10,1,2
1500,48,Male,Bachelor's,HR,Senior,4,1,5714,40,19,0,0,4,4,2,2,6,2,1
1501,23,Male,Bachelor's,Finance,Mid,13,4,5099,44,10,7,3,6,3,4,8,7,6,1
1502,26,Female,Bachelor's,Product,Mid,0,0,5377,100,16,4,2,7,4,2,9,2,0,3
1503,50,Male,Bachelor's,Marketing,Mid,0,0,4439,46,13,1,10,0,5,3,5,2,0,2
1504,58,Male,Bachelor's,Sales,Manager,1,1,10223,6,16,0,2,7,1,1,7,5,1,1
1505,59,Male,Master's,Finance,Junior,0,0,3279,13,18,0,4,1,4,4,9,9,0,3
1506,40,Female,Bachelor's,Marketing,Mid,0,0,4402,47,24,0,0,0,4,1,1,5,0,2
1507,29,Male,Master's,Engineering,Mid,5,3,5797,5,8,3,5,3,3,3,8,8,2,1
1508,22,Female,Bachelor's,Sales,Mid,3,3,3770,33,24,1,5,3,4,4,10,8,2,3
1509,43,Female,Master's,Marketing,Mid,24,9,2658,79,18,1,9,1,2,3,10,5,12,1
1510,38,Male,Master's,Marketing,Junior,1,1,2699,114,13,10,0,6,4,3,9,8,0,3
1511,28,Female,Bachelor's,Support,Junior,1,1,2000,100,25,3,2,2,5,3,9,8,0,3
1512,46,Male,Bachelor's,Support,Mid,20,12,3670,99,27,6,4,4,2,4,10,5,15,3
1513,25,Female,Bachelor's,Support,Lead,8,4,6909,45,7,0,0,3,5,5,7,5,6,3
1514,57,Female,Master's,HR,Junior,3,1,2896,58,28,2,2,2,4,3,10,4,3,3
1515,27,Female,Bachelor's,Operations,Senior,4,0,6499,69,21,3,11,4,3,1,3,1,3,1
1516,52,Male,PhD,Finance,Senior,9,6,7624,7,23,1,2,3,4,1,5,9,4,1
1517,40,Male,High School,HR,Lead,3,1,8579,23,24,0,16,4,1,4,2,2,2,1
1518,48,Male,Master's,Product,Lead,1,0,10260,66,25,10,0,5,5,4,10,1,1,3
1519,31,Male,Master's,Sales,Mid,8,0,4373,3,18,14,5,0,4,4,3,6,1,1
1520,47,Male,Master's,Operations,Junior,3,1,2767,95,6,0,3,1,4,4,10,5,3,3
1521,40,Male,Bachelor's,Marketing,Mid,0,0,3889,0,9,2,2,3,4,5,7,1,0,1
1522,24,Male,Bachelor's,HR,Mid,3,2,4301,33,29,15,14,3,4,5,1,7,2,2
1523,34,Male,Master's,Support,Senior,2,2,4754,108,6,0,0,7,5,4,3,7,0,3
1524,49,Female,Bachelor's,Operations,Senior,10,1,6377,8,18,5,9,0,4,3,5,3,8,1
1525,41,Male,Bachelor's,Product,Lead,0,0,10086,62,17,17,4,3,5,3,4,8,0,3
1526,49,Male,Bachelor's,Finance,Junior,10,10,3502,75,12,19,1,3,4,4,3,6,10,1
1527,29,Male,Bachelor's,Product,Lead,3,2,8347,9,3,3,9,5,3,4,6,4,0,1
1528,22,Male,Bachelor's,Sales,Mid,2,1,4307,9,27,0,2,3,5,4,6,10,0,3
1529,24,Non-binary,Bachelor's,Engineering,Mid,0,0,5862,49,5,1,6,3,4,3,4,10,0,3
1530,34,Male,Bachelor's,HR,Mid,6,6,4306,43,7,11,1,3,4,4,9,10,6,3
1531,49,Female,Master's,Support,Senior,13,10,5726,117,10,12,7,2,5,3,6,3,1,2
1532,46,Non-binary,Master's,Sales,Mid,2,2,4145,47,10,4,4,3,2,4,9,1,2,1
1533,54,Female,Master's,Engineering,Manager,1,0,11722,86,19,7,0,0,3,3,10,2,0,2
1534,59,Female,PhD,Support,Lead,4,3,8012,5,25,6,4,5,3,3,10,2,0,1
1535,27,Female,Bachelor's,Support,Lead,7,5,7088,87,26,5,0,3,4,3,2,5,2,2
1536,53,Non-binary,High School,Support,Junior,0,0,2334,23,28,8,2,4,5,5,6,4,0,3
1537,42,Female,High School,HR,Lead,4,3,7825,84,4,5,0,5,5,3,4,2,2,2
1538,37,Female,Bachelor's,Sales,Senior,4,0,6061,119,10,3,0,5,4,3,2,9,3,2
1539,42,Female,Master's,Support,Junior,1,1,2460,105,18,1,0,4,4,1,5,7,0,3
1540,32,Female,Bachelor's,Product,Junior,3,3,3282,94,3,6,3,0,5,4,3,8,0,3
1541,58,Female,Bachelor's,Sales,Junior,1,0,3384,110,21,3,2,2,4,3,6,8,1,3
1542,57,Male,Bachelor's,Operations,Junior,7,2,2246,57,3,1,2,6,3,5,8,2,6,3
1543,56,Male,Bachelor's,Product,Mid,5,2,5636,104,5,8,1,7,4,4,4,5,4,3
1544,40,Male,Master's,HR,Manager,3,3,8326,63,16,5,4,6,5,3,4,3,3,3
1545,41,Male,Bachelor's,Support,Mid,2,0,3809,93,20,13,4,0,5,4,5,10,2,3
